,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,user
164,0.296,0.0429,7,-24.207,0,0.0423,0.986,0.836,0.128,0.0776,110.271,audio_features,2Emm4naDRhruRq9hJTd2pf,spotify:track:2Emm4naDRhruRq9hJTd2pf,https://api.spotify.com/v1/tracks/2Emm4naDRhruRq9hJTd2pf,https://api.spotify.com/v1/audio-analysis/2Emm4naDRhruRq9hJTd2pf,575085,4,Stiafen
165,0.318,0.226,9,-20.606,1,0.0391,0.988,0.923,0.893,0.281,133.855,audio_features,28MxBQI5tlC3o7KWHCDyIA,spotify:track:28MxBQI5tlC3o7KWHCDyIA,https://api.spotify.com/v1/tracks/28MxBQI5tlC3o7KWHCDyIA,https://api.spotify.com/v1/audio-analysis/28MxBQI5tlC3o7KWHCDyIA,510507,4,Stiafen
166,0.196,0.0345,0,-27.846,0,0.0427,0.981,0.824,0.0912,0.0721,78.208,audio_features,49yZEfrVhzgWoiD1WtPRSg,spotify:track:49yZEfrVhzgWoiD1WtPRSg,https://api.spotify.com/v1/tracks/49yZEfrVhzgWoiD1WtPRSg,https://api.spotify.com/v1/audio-analysis/49yZEfrVhzgWoiD1WtPRSg,538320,3,Stiafen
167,0.356,0.181,2,-20.49,1,0.0332,0.974,0.935,0.072,0.353,137.227,audio_features,0hRZtHp7s2AqnhQm04Qt0s,spotify:track:0hRZtHp7s2AqnhQm04Qt0s,https://api.spotify.com/v1/tracks/0hRZtHp7s2AqnhQm04Qt0s,https://api.spotify.com/v1/audio-analysis/0hRZtHp7s2AqnhQm04Qt0s,841667,4,Stiafen
168,0.382,0.0499,2,-25.262,1,0.0548,0.994,0.906,0.109,0.0779,125.903,audio_features,7IHEJdJhju1F2rhIiwgawx,spotify:track:7IHEJdJhju1F2rhIiwgawx,https://api.spotify.com/v1/tracks/7IHEJdJhju1F2rhIiwgawx,https://api.spotify.com/v1/audio-analysis/7IHEJdJhju1F2rhIiwgawx,316653,4,Stiafen
169,0.359,0.0754,0,-24.319,1,0.0387,0.981,0.905,0.0858,0.153,102.576,audio_features,7LxT42S4EPe6cq8qQFWLZB,spotify:track:7LxT42S4EPe6cq8qQFWLZB,https://api.spotify.com/v1/tracks/7LxT42S4EPe6cq8qQFWLZB,https://api.spotify.com/v1/audio-analysis/7LxT42S4EPe6cq8qQFWLZB,452587,4,Stiafen
170,0.496,0.124,2,-23.474,1,0.0567,0.993,0.886,0.0955,0.366,133.693,audio_features,7KWZJu8TdhmX9HAmDSR41q,spotify:track:7KWZJu8TdhmX9HAmDSR41q,https://api.spotify.com/v1/tracks/7KWZJu8TdhmX9HAmDSR41q,https://api.spotify.com/v1/audio-analysis/7KWZJu8TdhmX9HAmDSR41q,413000,4,Stiafen
171,0.304,0.0976,10,-23.355,1,0.0381,0.98,0.892,0.123,0.211,133.682,audio_features,3xScI0m2T04bbZr2pZoCaZ,spotify:track:3xScI0m2T04bbZr2pZoCaZ,https://api.spotify.com/v1/tracks/3xScI0m2T04bbZr2pZoCaZ,https://api.spotify.com/v1/audio-analysis/3xScI0m2T04bbZr2pZoCaZ,774467,4,Stiafen
172,0.315,0.107,10,-21.688,1,0.0382,0.988,0.883,0.0844,0.178,140.034,audio_features,7e9AiOwEvDocvXDgVz005B,spotify:track:7e9AiOwEvDocvXDgVz005B,https://api.spotify.com/v1/tracks/7e9AiOwEvDocvXDgVz005B,https://api.spotify.com/v1/audio-analysis/7e9AiOwEvDocvXDgVz005B,722547,4,Stiafen
173,0.183,0.0404,3,-28.209,1,0.0397,0.986,0.825,0.0827,0.169,69.974,audio_features,4igFPfIfwnlggsitHsHBp8,spotify:track:4igFPfIfwnlggsitHsHBp8,https://api.spotify.com/v1/tracks/4igFPfIfwnlggsitHsHBp8,https://api.spotify.com/v1/audio-analysis/4igFPfIfwnlggsitHsHBp8,364000,3,Stiafen
174,0.344,0.0746,3,-23.57,1,0.0466,0.993,0.906,0.101,0.302,103.273,audio_features,2CXd4GxfZzKusZROCXhTXN,spotify:track:2CXd4GxfZzKusZROCXhTXN,https://api.spotify.com/v1/tracks/2CXd4GxfZzKusZROCXhTXN,https://api.spotify.com/v1/audio-analysis/2CXd4GxfZzKusZROCXhTXN,285053,3,Stiafen
175,0.171,0.0325,10,-25.148,1,0.0394,0.97,0.807,0.103,0.0598,80.514,audio_features,0ArNvDMFQpYlhwQ7ygbbYf,spotify:track:0ArNvDMFQpYlhwQ7ygbbYf,https://api.spotify.com/v1/tracks/0ArNvDMFQpYlhwQ7ygbbYf,https://api.spotify.com/v1/audio-analysis/0ArNvDMFQpYlhwQ7ygbbYf,475907,3,Stiafen
176,0.339,0.154,3,-20.118,1,0.0357,0.982,0.907,0.07,0.276,141.501,audio_features,63ri4n3fhlExH6y0bxOydF,spotify:track:63ri4n3fhlExH6y0bxOydF,https://api.spotify.com/v1/tracks/63ri4n3fhlExH6y0bxOydF,https://api.spotify.com/v1/audio-analysis/63ri4n3fhlExH6y0bxOydF,576000,4,Stiafen
177,0.354,0.123,3,-22.452,1,0.0361,0.983,0.901,0.116,0.353,142.483,audio_features,7i0AKfxNypVwq87vhiZzl9,spotify:track:7i0AKfxNypVwq87vhiZzl9,https://api.spotify.com/v1/tracks/7i0AKfxNypVwq87vhiZzl9,https://api.spotify.com/v1/audio-analysis/7i0AKfxNypVwq87vhiZzl9,596533,4,Stiafen
178,0.225,0.0193,0,-26.518,0,0.0384,0.986,0.897,0.105,0.0506,80.162,audio_features,16ifz9vVtc2ZTPOdcioyGS,spotify:track:16ifz9vVtc2ZTPOdcioyGS,https://api.spotify.com/v1/tracks/16ifz9vVtc2ZTPOdcioyGS,https://api.spotify.com/v1/audio-analysis/16ifz9vVtc2ZTPOdcioyGS,769627,4,Stiafen
179,0.38,0.0342,7,-29.643,1,0.039,0.992,0.948,0.0997,0.21,109.014,audio_features,0ITHTQwJhFKtuymSVISwVp,spotify:track:0ITHTQwJhFKtuymSVISwVp,https://api.spotify.com/v1/tracks/0ITHTQwJhFKtuymSVISwVp,https://api.spotify.com/v1/audio-analysis/0ITHTQwJhFKtuymSVISwVp,561000,4,Stiafen
180,0.336,0.0254,7,-32.221,1,0.0328,0.945,0.901,0.0832,0.0842,133.161,audio_features,7elcmsyZ2VvnHWlrhVFSUG,spotify:track:7elcmsyZ2VvnHWlrhVFSUG,https://api.spotify.com/v1/tracks/7elcmsyZ2VvnHWlrhVFSUG,https://api.spotify.com/v1/audio-analysis/7elcmsyZ2VvnHWlrhVFSUG,369760,4,Stiafen
181,0.324,0.0413,9,-26.045,1,0.0426,0.993,0.883,0.19,0.355,129.699,audio_features,4TuPgG3MS7iARpTJ8VWxiA,spotify:track:4TuPgG3MS7iARpTJ8VWxiA,https://api.spotify.com/v1/tracks/4TuPgG3MS7iARpTJ8VWxiA,https://api.spotify.com/v1/audio-analysis/4TuPgG3MS7iARpTJ8VWxiA,358027,3,Stiafen
182,0.451,0.0992,2,-22.819,1,0.0433,0.993,0.913,0.0966,0.531,114.751,audio_features,4IgbTmv3HX25PJoSRBURjR,spotify:track:4IgbTmv3HX25PJoSRBURjR,https://api.spotify.com/v1/tracks/4IgbTmv3HX25PJoSRBURjR,https://api.spotify.com/v1/audio-analysis/4IgbTmv3HX25PJoSRBURjR,286960,3,Stiafen
183,0.425,0.133,2,-21.413,1,0.0338,0.982,0.922,0.0954,0.332,77.372,audio_features,27Q6UYgi4487DismLiB5ze,spotify:track:27Q6UYgi4487DismLiB5ze,https://api.spotify.com/v1/tracks/27Q6UYgi4487DismLiB5ze,https://api.spotify.com/v1/audio-analysis/27Q6UYgi4487DismLiB5ze,638093,4,Stiafen
184,0.308,0.131,10,-22.356,1,0.0381,0.99,0.911,0.115,0.398,151.569,audio_features,2Gp68wvZBEUfKSRKBFA2EZ,spotify:track:2Gp68wvZBEUfKSRKBFA2EZ,https://api.spotify.com/v1/tracks/2Gp68wvZBEUfKSRKBFA2EZ,https://api.spotify.com/v1/audio-analysis/2Gp68wvZBEUfKSRKBFA2EZ,467293,4,Stiafen
185,0.303,0.0275,7,-29.765,1,0.0328,0.93,0.531,0.148,0.075,103.02,audio_features,5KkZ3IJE4TlTWvNZTgA3io,spotify:track:5KkZ3IJE4TlTWvNZTgA3io,https://api.spotify.com/v1/tracks/5KkZ3IJE4TlTWvNZTgA3io,https://api.spotify.com/v1/audio-analysis/5KkZ3IJE4TlTWvNZTgA3io,517240,3,Stiafen
186,0.345,0.123,8,-22.928,1,0.0355,0.983,0.925,0.227,0.151,139.616,audio_features,7ymm83FDIZE8zVXffT9qa2,spotify:track:7ymm83FDIZE8zVXffT9qa2,https://api.spotify.com/v1/tracks/7ymm83FDIZE8zVXffT9qa2,https://api.spotify.com/v1/audio-analysis/7ymm83FDIZE8zVXffT9qa2,592267,4,Stiafen
187,0.359,0.0987,7,-27.995,1,0.0396,0.994,0.932,0.0947,0.534,146.375,audio_features,7IsAnE7nXeZBgfU3006gpX,spotify:track:7IsAnE7nXeZBgfU3006gpX,https://api.spotify.com/v1/tracks/7IsAnE7nXeZBgfU3006gpX,https://api.spotify.com/v1/audio-analysis/7IsAnE7nXeZBgfU3006gpX,223333,3,Stiafen
188,0.419,0.114,2,-21.803,1,0.0343,0.984,0.897,0.096,0.409,147.71,audio_features,4IBafkfj0sipRxnwEUJngi,spotify:track:4IBafkfj0sipRxnwEUJngi,https://api.spotify.com/v1/tracks/4IBafkfj0sipRxnwEUJngi,https://api.spotify.com/v1/audio-analysis/4IBafkfj0sipRxnwEUJngi,584600,4,Stiafen
189,0.218,0.0207,5,-30.989,1,0.0422,0.985,0.832,0.1,0.0901,93.7,audio_features,5DQ0odoZcJo2ZbyGaxNIwy,spotify:track:5DQ0odoZcJo2ZbyGaxNIwy,https://api.spotify.com/v1/tracks/5DQ0odoZcJo2ZbyGaxNIwy,https://api.spotify.com/v1/audio-analysis/5DQ0odoZcJo2ZbyGaxNIwy,446427,3,Stiafen
190,0.4,0.124,3,-20.536,1,0.0342,0.987,0.88,0.0616,0.324,103.389,audio_features,7Jpf2F8Miyj2aFpHavZ0G9,spotify:track:7Jpf2F8Miyj2aFpHavZ0G9,https://api.spotify.com/v1/tracks/7Jpf2F8Miyj2aFpHavZ0G9,https://api.spotify.com/v1/audio-analysis/7Jpf2F8Miyj2aFpHavZ0G9,397173,4,Stiafen
191,0.328,0.166,0,-18.678,0,0.0375,0.983,0.91,0.118,0.154,126.179,audio_features,0rjM9ft2QfE5ewbqC2RU7k,spotify:track:0rjM9ft2QfE5ewbqC2RU7k,https://api.spotify.com/v1/tracks/0rjM9ft2QfE5ewbqC2RU7k,https://api.spotify.com/v1/audio-analysis/0rjM9ft2QfE5ewbqC2RU7k,928787,3,Stiafen
192,0.391,0.0273,9,-29.856,0,0.0396,0.994,0.879,0.0678,0.245,95.301,audio_features,75rZAhQFO3ok10ijxIumKH,spotify:track:75rZAhQFO3ok10ijxIumKH,https://api.spotify.com/v1/tracks/75rZAhQFO3ok10ijxIumKH,https://api.spotify.com/v1/audio-analysis/75rZAhQFO3ok10ijxIumKH,663853,3,Stiafen
193,0.391,0.185,10,-19.632,1,0.034,0.986,0.918,0.0971,0.503,133.06,audio_features,4VijqjooQ6uyB4kyGHkz8F,spotify:track:4VijqjooQ6uyB4kyGHkz8F,https://api.spotify.com/v1/tracks/4VijqjooQ6uyB4kyGHkz8F,https://api.spotify.com/v1/audio-analysis/4VijqjooQ6uyB4kyGHkz8F,399600,4,Stiafen
194,0.327,0.0775,2,-24.232,0,0.0401,0.981,0.801,0.0786,0.149,128.069,audio_features,26Sy5Q3KlhTap2zVcAAVFc,spotify:track:26Sy5Q3KlhTap2zVcAAVFc,https://api.spotify.com/v1/tracks/26Sy5Q3KlhTap2zVcAAVFc,https://api.spotify.com/v1/audio-analysis/26Sy5Q3KlhTap2zVcAAVFc,918413,4,Stiafen
195,0.455,0.178,3,-19.848,1,0.0325,0.983,0.922,0.165,0.386,90.969,audio_features,3GOuOLnUny2V0rwI2fBiMn,spotify:track:3GOuOLnUny2V0rwI2fBiMn,https://api.spotify.com/v1/tracks/3GOuOLnUny2V0rwI2fBiMn,https://api.spotify.com/v1/audio-analysis/3GOuOLnUny2V0rwI2fBiMn,395000,4,Stiafen
196,0.36,0.0997,3,-21.943,1,0.0379,0.986,0.885,0.0583,0.249,134.153,audio_features,7KIFuDAobLPBEwAMv48LRJ,spotify:track:7KIFuDAobLPBEwAMv48LRJ,https://api.spotify.com/v1/tracks/7KIFuDAobLPBEwAMv48LRJ,https://api.spotify.com/v1/audio-analysis/7KIFuDAobLPBEwAMv48LRJ,650720,4,Stiafen
197,0.26,0.0359,3,-26.775,1,0.0353,0.99,0.91,0.106,0.143,98.821,audio_features,6qMqnbzY0wsnwa7KUFm1g0,spotify:track:6qMqnbzY0wsnwa7KUFm1g0,https://api.spotify.com/v1/tracks/6qMqnbzY0wsnwa7KUFm1g0,https://api.spotify.com/v1/audio-analysis/6qMqnbzY0wsnwa7KUFm1g0,467267,4,Stiafen
198,0.408,0.0261,9,-29.548,1,0.0324,0.988,0.85,0.13,0.206,76.702,audio_features,3YB88iCbtCU4PTDoP9Xrwl,spotify:track:3YB88iCbtCU4PTDoP9Xrwl,https://api.spotify.com/v1/tracks/3YB88iCbtCU4PTDoP9Xrwl,https://api.spotify.com/v1/audio-analysis/3YB88iCbtCU4PTDoP9Xrwl,355467,4,Stiafen
199,0.368,0.123,5,-20.854,1,0.0353,0.981,0.885,0.126,0.263,137.108,audio_features,1w0CvvaUK2yut48VPNHr7h,spotify:track:1w0CvvaUK2yut48VPNHr7h,https://api.spotify.com/v1/tracks/1w0CvvaUK2yut48VPNHr7h,https://api.spotify.com/v1/audio-analysis/1w0CvvaUK2yut48VPNHr7h,799413,4,Stiafen
200,0.364,0.158,10,-18.821,1,0.0352,0.988,0.898,0.129,0.348,127.695,audio_features,2XuWW2GRhgsPEdCzorMyPO,spotify:track:2XuWW2GRhgsPEdCzorMyPO,https://api.spotify.com/v1/tracks/2XuWW2GRhgsPEdCzorMyPO,https://api.spotify.com/v1/audio-analysis/2XuWW2GRhgsPEdCzorMyPO,437000,4,Stiafen
201,0.266,0.0284,0,-32.151,1,0.06,0.995,0.93,0.0796,0.379,207.152,audio_features,4OKKBfsu4vFV1SZ9cFyGue,spotify:track:4OKKBfsu4vFV1SZ9cFyGue,https://api.spotify.com/v1/tracks/4OKKBfsu4vFV1SZ9cFyGue,https://api.spotify.com/v1/audio-analysis/4OKKBfsu4vFV1SZ9cFyGue,374667,4,Stiafen
202,0.317,0.115,0,-21.044,1,0.0372,0.979,0.903,0.104,0.14,132.728,audio_features,0uyXpHQ9RgE6ZouswaV2Yp,spotify:track:0uyXpHQ9RgE6ZouswaV2Yp,https://api.spotify.com/v1/tracks/0uyXpHQ9RgE6ZouswaV2Yp,https://api.spotify.com/v1/audio-analysis/0uyXpHQ9RgE6ZouswaV2Yp,885107,4,Stiafen
203,0.364,0.0919,3,-21.075,1,0.0364,0.978,0.883,0.0735,0.305,133.771,audio_features,2198tABqqA0sOOMLvLCS56,spotify:track:2198tABqqA0sOOMLvLCS56,https://api.spotify.com/v1/tracks/2198tABqqA0sOOMLvLCS56,https://api.spotify.com/v1/audio-analysis/2198tABqqA0sOOMLvLCS56,539400,3,Stiafen
204,0.476,0.293,7,-23.662,1,0.0573,0.991,0.9,0.0824,0.956,150.979,audio_features,1DjEVBS7zvDeNCBQjgfsjg,spotify:track:1DjEVBS7zvDeNCBQjgfsjg,https://api.spotify.com/v1/tracks/1DjEVBS7zvDeNCBQjgfsjg,https://api.spotify.com/v1/audio-analysis/1DjEVBS7zvDeNCBQjgfsjg,102827,4,Stiafen
205,0.351,0.158,3,-20.186,1,0.0334,0.973,0.931,0.0996,0.301,137.367,audio_features,5T8YaK8MA1aiu71OcX0Dnh,spotify:track:5T8YaK8MA1aiu71OcX0Dnh,https://api.spotify.com/v1/tracks/5T8YaK8MA1aiu71OcX0Dnh,https://api.spotify.com/v1/audio-analysis/5T8YaK8MA1aiu71OcX0Dnh,773853,4,Stiafen
206,0.259,0.0545,10,-25.329,1,0.0367,0.987,0.905,0.103,0.116,92.884,audio_features,58OqvwRNlaUo1poDYnIUgb,spotify:track:58OqvwRNlaUo1poDYnIUgb,https://api.spotify.com/v1/tracks/58OqvwRNlaUo1poDYnIUgb,https://api.spotify.com/v1/audio-analysis/58OqvwRNlaUo1poDYnIUgb,429000,4,Stiafen
207,0.385,0.113,10,-20.375,1,0.0339,0.977,0.882,0.0899,0.381,140.018,audio_features,5g6j0QeHQy1hIBqbIqMHIi,spotify:track:5g6j0QeHQy1hIBqbIqMHIi,https://api.spotify.com/v1/tracks/5g6j0QeHQy1hIBqbIqMHIi,https://api.spotify.com/v1/audio-analysis/5g6j0QeHQy1hIBqbIqMHIi,615307,4,Stiafen
208,0.344,0.2,10,-20.62,1,0.0373,0.989,0.925,0.112,0.491,163.696,audio_features,13aNdozuzxQKaupmZyzvlW,spotify:track:13aNdozuzxQKaupmZyzvlW,https://api.spotify.com/v1/tracks/13aNdozuzxQKaupmZyzvlW,https://api.spotify.com/v1/audio-analysis/13aNdozuzxQKaupmZyzvlW,429533,3,Stiafen
209,0.414,0.13,7,-22.652,1,0.0363,0.986,0.816,0.112,0.475,106.587,audio_features,6sCRpJO5y1iD79vWdVbI3I,spotify:track:6sCRpJO5y1iD79vWdVbI3I,https://api.spotify.com/v1/tracks/6sCRpJO5y1iD79vWdVbI3I,https://api.spotify.com/v1/audio-analysis/6sCRpJO5y1iD79vWdVbI3I,437400,4,Stiafen
210,0.212,0.237,9,-21.746,0,0.0333,0.955,0.865,0.133,0.495,168.623,audio_features,7Eo2ieMDVLPC5rW5z7kRiB,spotify:track:7Eo2ieMDVLPC5rW5z7kRiB,https://api.spotify.com/v1/tracks/7Eo2ieMDVLPC5rW5z7kRiB,https://api.spotify.com/v1/audio-analysis/7Eo2ieMDVLPC5rW5z7kRiB,196813,4,Stiafen
211,0.386,0.00957,2,-29.456,1,0.0518,0.994,0.918,0.313,0.0904,139.031,audio_features,30ktDwNtVoRk9DNfY2vvsX,spotify:track:30ktDwNtVoRk9DNfY2vvsX,https://api.spotify.com/v1/tracks/30ktDwNtVoRk9DNfY2vvsX,https://api.spotify.com/v1/audio-analysis/30ktDwNtVoRk9DNfY2vvsX,849000,4,Stiafen
212,0.404,0.185,9,-19.238,1,0.0376,0.984,0.911,0.109,0.56,137.629,audio_features,4kVOMIiwN02TNHFNaNI7FH,spotify:track:4kVOMIiwN02TNHFNaNI7FH,https://api.spotify.com/v1/tracks/4kVOMIiwN02TNHFNaNI7FH,https://api.spotify.com/v1/audio-analysis/4kVOMIiwN02TNHFNaNI7FH,204200,4,Stiafen
213,0.296,0.31,9,-21.559,0,0.0422,0.964,0.821,0.146,0.729,122.971,audio_features,7iOfCoplpGXZSz2kr2Mp6H,spotify:track:7iOfCoplpGXZSz2kr2Mp6H,https://api.spotify.com/v1/tracks/7iOfCoplpGXZSz2kr2Mp6H,https://api.spotify.com/v1/audio-analysis/7iOfCoplpGXZSz2kr2Mp6H,144720,4,Stiafen
214,0.366,0.124,2,-22.433,0,0.0409,0.985,0.915,0.0797,0.193,129.327,audio_features,1OPjqkbD2W7sBNcZU5skdc,spotify:track:1OPjqkbD2W7sBNcZU5skdc,https://api.spotify.com/v1/tracks/1OPjqkbD2W7sBNcZU5skdc,https://api.spotify.com/v1/audio-analysis/1OPjqkbD2W7sBNcZU5skdc,511413,4,Stiafen
215,0.272,0.105,0,-22.912,1,0.0349,0.98,0.945,0.0976,0.23,86.664,audio_features,07wKKoH3F7p4rJ4xAe6jH6,spotify:track:07wKKoH3F7p4rJ4xAe6jH6,https://api.spotify.com/v1/tracks/07wKKoH3F7p4rJ4xAe6jH6,https://api.spotify.com/v1/audio-analysis/07wKKoH3F7p4rJ4xAe6jH6,540613,4,Stiafen
216,0.327,0.046,9,-27.375,1,0.0479,0.994,0.895,0.0858,0.204,137.902,audio_features,7MZYcbKjK8BQafByBYfZCH,spotify:track:7MZYcbKjK8BQafByBYfZCH,https://api.spotify.com/v1/tracks/7MZYcbKjK8BQafByBYfZCH,https://api.spotify.com/v1/audio-analysis/7MZYcbKjK8BQafByBYfZCH,828000,4,Stiafen
217,0.386,0.139,2,-22.027,1,0.0337,0.992,0.913,0.0748,0.345,136.586,audio_features,3PxXVx3REjOPnD8v6GHQlP,spotify:track:3PxXVx3REjOPnD8v6GHQlP,https://api.spotify.com/v1/tracks/3PxXVx3REjOPnD8v6GHQlP,https://api.spotify.com/v1/audio-analysis/3PxXVx3REjOPnD8v6GHQlP,379000,4,Stiafen
218,0.27,0.0736,3,-25.689,1,0.0375,0.993,0.905,0.0957,0.249,71.438,audio_features,0UoPrsTXPF7dAeT1CwO6HH,spotify:track:0UoPrsTXPF7dAeT1CwO6HH,https://api.spotify.com/v1/tracks/0UoPrsTXPF7dAeT1CwO6HH,https://api.spotify.com/v1/audio-analysis/0UoPrsTXPF7dAeT1CwO6HH,855000,4,Stiafen
219,0.412,0.132,2,-22.824,1,0.0401,0.993,0.916,0.0866,0.464,135.97,audio_features,5aOpw4u4Xi3fGMsT1Y7jKp,spotify:track:5aOpw4u4Xi3fGMsT1Y7jKp,https://api.spotify.com/v1/tracks/5aOpw4u4Xi3fGMsT1Y7jKp,https://api.spotify.com/v1/audio-analysis/5aOpw4u4Xi3fGMsT1Y7jKp,423000,4,Stiafen
220,0.279,0.137,10,-23.803,1,0.0392,0.99,0.911,0.112,0.321,83.225,audio_features,5j21se1UrN9bkAhyYhEzo7,spotify:track:5j21se1UrN9bkAhyYhEzo7,https://api.spotify.com/v1/tracks/5j21se1UrN9bkAhyYhEzo7,https://api.spotify.com/v1/audio-analysis/5j21se1UrN9bkAhyYhEzo7,501360,3,Stiafen
221,0.461,0.0527,9,-27.018,1,0.0422,0.993,0.933,0.0693,0.396,76.342,audio_features,5IVsTVIVhWJSB0gAA2UASC,spotify:track:5IVsTVIVhWJSB0gAA2UASC,https://api.spotify.com/v1/tracks/5IVsTVIVhWJSB0gAA2UASC,https://api.spotify.com/v1/audio-analysis/5IVsTVIVhWJSB0gAA2UASC,371253,4,Stiafen
222,0.363,0.0155,7,-25.693,1,0.0435,0.994,0.934,0.0677,0.287,75.454,audio_features,3y0kmV9hI4TcxY7jOghl0H,spotify:track:3y0kmV9hI4TcxY7jOghl0H,https://api.spotify.com/v1/tracks/3y0kmV9hI4TcxY7jOghl0H,https://api.spotify.com/v1/audio-analysis/3y0kmV9hI4TcxY7jOghl0H,356000,4,Stiafen
223,0.346,0.171,2,-23.315,1,0.0352,0.872,0.922,0.0987,0.284,143.802,audio_features,746A0abS6D1Bg4y6y4Gd0p,spotify:track:746A0abS6D1Bg4y6y4Gd0p,https://api.spotify.com/v1/tracks/746A0abS6D1Bg4y6y4Gd0p,https://api.spotify.com/v1/audio-analysis/746A0abS6D1Bg4y6y4Gd0p,395067,4,Stiafen
224,0.258,0.02,3,-27.862,1,0.0365,0.987,0.922,0.131,0.0601,71.892,audio_features,3G2K76L29EhHaihQgsvqrE,spotify:track:3G2K76L29EhHaihQgsvqrE,https://api.spotify.com/v1/tracks/3G2K76L29EhHaihQgsvqrE,https://api.spotify.com/v1/audio-analysis/3G2K76L29EhHaihQgsvqrE,450200,4,Stiafen
225,0.352,0.00389,2,-31.197,1,0.0659,0.995,0.926,0.0755,0.162,173.967,audio_features,5G3e9ddqWpWsUVaZ90TJNN,spotify:track:5G3e9ddqWpWsUVaZ90TJNN,https://api.spotify.com/v1/tracks/5G3e9ddqWpWsUVaZ90TJNN,https://api.spotify.com/v1/audio-analysis/5G3e9ddqWpWsUVaZ90TJNN,475000,4,Stiafen
226,0.254,0.0596,5,-28.84,1,0.0422,0.975,0.93,0.0977,0.197,77.328,audio_features,6mdMPlvsPL7q899LvFpOj8,spotify:track:6mdMPlvsPL7q899LvFpOj8,https://api.spotify.com/v1/tracks/6mdMPlvsPL7q899LvFpOj8,https://api.spotify.com/v1/audio-analysis/6mdMPlvsPL7q899LvFpOj8,379573,4,Stiafen
227,0.468,0.241,8,-12.938,1,0.0352,0.941,0.916,0.259,0.0873,115.149,audio_features,51SEkcIzdhHMwJkPkMmRzd,spotify:track:51SEkcIzdhHMwJkPkMmRzd,https://api.spotify.com/v1/tracks/51SEkcIzdhHMwJkPkMmRzd,https://api.spotify.com/v1/audio-analysis/51SEkcIzdhHMwJkPkMmRzd,392627,4,Stiafen
228,0.532,0.0657,0,-19.136,0,0.0406,0.94,0.00488,0.0946,0.292,128.607,audio_features,0F845nujLVqCb0XMZCh5Pc,spotify:track:0F845nujLVqCb0XMZCh5Pc,https://api.spotify.com/v1/tracks/0F845nujLVqCb0XMZCh5Pc,https://api.spotify.com/v1/audio-analysis/0F845nujLVqCb0XMZCh5Pc,201440,4,Stiafen
229,0.454,0.18,0,-17.015,1,0.0403,0.965,0.911,0.13,0.223,118.641,audio_features,3gleUGWbYMuPc3RfUA1mKd,spotify:track:3gleUGWbYMuPc3RfUA1mKd,https://api.spotify.com/v1/tracks/3gleUGWbYMuPc3RfUA1mKd,https://api.spotify.com/v1/audio-analysis/3gleUGWbYMuPc3RfUA1mKd,328500,4,Stiafen
230,0.462,0.15,8,-13.531,1,0.0522,0.984,0.000902,0.105,0.19,98.66,audio_features,30QD4VRP9yEneOh0eGTrtJ,spotify:track:30QD4VRP9yEneOh0eGTrtJ,https://api.spotify.com/v1/tracks/30QD4VRP9yEneOh0eGTrtJ,https://api.spotify.com/v1/audio-analysis/30QD4VRP9yEneOh0eGTrtJ,207600,3,Stiafen
231,0.53,0.114,7,-18.069,1,0.0475,0.991,0.902,0.137,0.369,92.249,audio_features,2M3laSC4qeLl9tWxDEzF4T,spotify:track:2M3laSC4qeLl9tWxDEzF4T,https://api.spotify.com/v1/tracks/2M3laSC4qeLl9tWxDEzF4T,https://api.spotify.com/v1/audio-analysis/2M3laSC4qeLl9tWxDEzF4T,282200,4,Stiafen
232,0.375,0.0377,2,-23.069,0,0.0371,0.974,0.0376,0.0673,0.137,81.228,audio_features,5eVERkVvJKBgV2FziCoLDE,spotify:track:5eVERkVvJKBgV2FziCoLDE,https://api.spotify.com/v1/tracks/5eVERkVvJKBgV2FziCoLDE,https://api.spotify.com/v1/audio-analysis/5eVERkVvJKBgV2FziCoLDE,298000,3,Stiafen
233,0.441,0.0213,7,-27.906,0,0.0532,0.993,0.912,0.079,0.0562,99.822,audio_features,5bybiFU6XPmGUfzjlO4GBW,spotify:track:5bybiFU6XPmGUfzjlO4GBW,https://api.spotify.com/v1/tracks/5bybiFU6XPmGUfzjlO4GBW,https://api.spotify.com/v1/audio-analysis/5bybiFU6XPmGUfzjlO4GBW,387893,4,Stiafen
234,0.626,0.152,5,-14.182,0,0.0405,0.934,6.05e-05,0.12,0.545,82.174,audio_features,3pfbQmD5xGH9Tcc7GqGfSL,spotify:track:3pfbQmD5xGH9Tcc7GqGfSL,https://api.spotify.com/v1/tracks/3pfbQmD5xGH9Tcc7GqGfSL,https://api.spotify.com/v1/audio-analysis/3pfbQmD5xGH9Tcc7GqGfSL,184467,4,Stiafen
235,0.395,0.121,9,-23.427,1,0.0327,0.935,0.397,0.697,0.139,114.521,audio_features,6yKkA8HzwWTZ5taIMaG4Nm,spotify:track:6yKkA8HzwWTZ5taIMaG4Nm,https://api.spotify.com/v1/tracks/6yKkA8HzwWTZ5taIMaG4Nm,https://api.spotify.com/v1/audio-analysis/6yKkA8HzwWTZ5taIMaG4Nm,297320,4,Stiafen
